Temperature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,SDI,Level
33,51.65,50.55,22.4,24.97,6.11,29.96,Low
24,66.21,44.64,49.63,34.34,17.93,7.51,Healthy
37,23.0,13.16,20.75,12.82,12.62,71.41,High
26,20.13,30.0,18.58,5.33,17.4,53.96,Moderate
32,50.09,32.87,10.06,10.5,20.52,44.67,Moderate
35,34.27,13.35,8.08,13.29,6.86,70.6,High
20,25.6,37.48,23.76,28.18,12.99,39.53,Moderate
24,57.25,43.99,54.42,31.09,12.88,8.94,Healthy
28,59.38,54.75,48.77,44.82,17.68,9.95,Healthy
32,22.1,60.96,23.61,32.7,29.52,43.12,Moderate
21,62.13,18.46,46.3,30.15,11.88,26.03,Low
27,52.34,66.98,31.2,12.05,22.09,28.82,Low
24,22.1,69.86,46.27,24.7,28.66,36.39,Moderate
38,25.33,15.44,10.12,18.78,3.37,76.18,High
24,70.99,47.21,45.59,41.96,8.74,14.52,Low
38,27.1,23.84,9.24,5.97,5.53,78.34,High
24,61.02,41.3,43.7,29.83,16.11,8.8,Healthy
33,78.66,32.94,16.2,19.06,28.19,45.29,Moderate
35,40.62,59.05,45.88,39.62,19.41,28.86,Low
39,37.28,21.53,16.14,6.0,6.11,72.66,High
27,56.46,25.12,37.82,43.15,19.95,20.81,Low
39,22.27,19.27,51.35,32.06,12.23,55.84,Moderate
32,65.18,57.3,42.18,37.63,6.6,22.37,Low
24,70.7,66.61,35.05,9.58,25.31,30.51,Moderate
22,51.41,51.09,24.38,19.73,18.49,20.0,Low
23,38.2,56.61,41.29,24.04,12.37,23.63,Low
23,39.95,41.01,59.33,33.47,19.35,18.63,Low
38,23.54,10.25,34.45,16.25,1.21,74.56,High
23,62.13,51.01,47.29,41.06,27.29,7.99,Healthy
38,24.48,14.82,8.02,47.68,1.22,77.44,High
21,36.65,41.66,51.3,30.28,4.47,29.02,Low
36,30.41,10.43,19.54,17.88,3.44,70.38,High
26,61.69,52.01,52.16,22.64,18.79,7.43,Healthy
40,31.89,16.18,37.24,13.45,1.48,70.94,High
39,32.73,11.67,6.12,27.84,3.45,73.08,High
26,57.36,47.85,39.77,48.56,18.69,9.84,Healthy
25,61.3,57.36,47.44,45.38,20.87,7.65,Healthy
27,60.46,51.73,32.54,36.66,22.61,7.52,Healthy
37,31.13,53.93,10.39,23.67,10.21,49.88,Moderate
36,78.63,20.5,37.26,47.26,6.82,49.93,Moderate
25,61.98,44.19,56.56,47.77,15.28,9.92,Healthy
34,57.24,69.3,40.23,26.72,26.96,28.55,Low
25,22.05,53.98,36.84,47.14,6.93,32.13,Moderate
21,34.31,37.38,38.3,21.21,24.86,32.06,Moderate
33,79.29,37.41,29.83,44.13,7.84,37.71,Moderate
25,56.44,41.72,43.94,32.77,12.59,9.11,Healthy
33,68.71,60.09,51.93,17.35,7.92,31.64,Moderate
40,28.99,20.07,9.88,11.7,12.68,73.73,High
20,22.17,26.87,29.51,7.99,7.89,58.61,Moderate
37,62.81,32.12,8.87,17.28,14.28,45.87,Moderate
26,64.46,54.48,57.75,35.16,27.65,9.09,Healthy
25,61.29,46.98,49.8,33.96,6.93,7.54,Healthy
25,61.13,50.49,49.04,46.67,25.59,5.97,Healthy
26,31.75,61.2,23.7,44.34,5.56,35.52,Moderate
40,20.8,27.11,9.25,17.0,29.35,72.25,High
37,24.07,20.22,27.69,13.99,1.45,71.05,High
27,37.97,31.45,39.83,34.79,6.78,29.72,Low
38,42.22,59.06,17.07,23.85,16.83,42.8,Moderate
39,30.43,24.97,48.5,10.29,24.51,58.33,Moderate
39,25.1,34.36,10.75,8.4,5.61,73.0,High
30,54.46,59.9,49.87,49.86,6.16,25.37,Low
23,57.06,49.83,48.28,37.74,25.88,6.33,Healthy
25,53.62,50.34,43.78,43.04,15.45,7.18,Healthy
26,58.67,53.72,57.86,41.68,15.22,7.54,Healthy
26,29.71,38.46,26.76,33.71,14.48,28.59,Low
37,38.11,12.12,24.75,5.61,2.01,74.34,High
26,54.46,51.91,7.36,44.92,27.75,22.14,Low
36,47.93,22.28,10.06,46.91,17.53,49.46,Moderate
40,28.63,12.62,28.46,45.94,1.44,70.86,High
26,68.97,46.25,46.02,33.52,19.05,8.3,Healthy
40,33.74,18.62,12.93,8.91,20.74,70.63,High
36,38.44,26.96,14.57,34.17,16.95,46.58,Moderate
21,63.73,68.25,28.43,49.4,10.43,28.87,Low
28,58.19,33.55,56.01,19.91,22.84,19.64,Low
40,21.18,16.67,14.61,21.09,18.03,70.05,High
24,58.75,54.42,43.48,28.35,26.16,8.15,Healthy
25,56.31,38.92,56.68,37.1,16.96,8.99,Healthy
31,26.17,14.68,5.9,6.37,24.55,70.07,High
24,61.3,42.23,41.4,27.97,17.05,9.21,Healthy
29,52.28,59.51,48.98,43.82,18.22,16.65,Low
25,20.39,26.67,42.52,47.86,13.35,38.47,Moderate
34,47.7,51.75,23.44,26.79,17.35,27.46,Low
33,26.44,26.58,22.04,40.86,3.24,54.4,Moderate
38,24.4,16.98,6.81,28.68,5.08,71.58,High
39,27.95,10.42,17.84,8.3,18.53,75.01,High
27,66.36,47.2,28.6,43.31,1.17,22.77,Low
38,20.38,21.18,7.18,25.68,2.5,74.22,High
24,60.44,60.69,53.78,39.6,19.35,8.17,Healthy
34,28.58,25.74,15.95,8.79,12.77,62.69,Moderate
28,38.07,58.49,11.61,7.18,28.5,45.47,Moderate
25,58.63,63.73,14.23,38.42,29.41,20.43,Low
39,33.03,19.56,20.43,6.26,3.24,75.93,High
37,27.99,14.03,6.97,32.2,2.4,70.65,High
23,57.67,51.53,46.33,44.99,25.73,9.31,Healthy
34,64.16,50.83,44.8,14.08,15.77,24.71,Low
22,48.59,53.03,6.32,21.2,23.17,28.78,Low
28,20.84,18.97,10.65,8.33,1.89,70.76,High
24,70.72,50.61,55.96,35.76,14.36,9.17,Healthy
36,26.1,11.54,8.12,9.8,28.2,76.52,High
36,21.13,11.03,30.09,7.07,28.16,73.44,High
21,59.22,47.76,38.31,32.19,18.44,9.19,Healthy
27,38.97,56.43,36.15,38.58,12.71,21.4,Low
36,61.84,49.51,27.08,38.88,9.42,25.03,Low
23,59.68,48.87,58.28,49.46,22.58,9.89,Healthy
25,57.13,52.79,46.07,22.76,15.27,8.22,Healthy
22,70.87,61.53,33.67,34.14,2.64,26.16,Low
22,56.65,15.93,57.54,36.16,27.94,26.2,Low
39,23.34,13.93,7.07,25.52,27.04,71.72,High
25,59.17,54.27,59.57,44.17,15.98,7.24,Healthy
40,31.52,11.51,7.51,18.22,14.6,72.91,High
34,56.31,19.4,35.52,18.31,21.83,37.98,Moderate
36,63.86,19.49,40.17,40.42,4.82,40.92,Moderate
32,36.23,64.38,50.74,6.68,28.96,45.19,Moderate
28,58.99,46.53,50.71,29.25,14.95,8.79,Healthy
30,31.45,36.1,50.34,18.19,3.01,42.02,Moderate
26,59.97,43.72,50.39,31.11,16.16,6.04,Healthy
25,63.59,54.13,42.15,33.38,27.4,7.23,Healthy
38,50.91,46.11,37.02,29.8,10.45,30.19,Moderate
31,20.23,19.93,12.9,8.97,1.98,73.18,High
40,23.43,20.85,7.88,17.32,18.18,71.52,High
26,47.41,29.34,25.07,17.93,29.88,33.15,Moderate
40,29.03,10.66,32.29,8.48,21.83,71.06,High
26,61.14,49.71,44.7,44.47,9.06,9.27,Healthy
38,67.01,67.38,7.96,39.08,11.92,44.41,Moderate
38,22.17,26.63,34.87,19.29,4.47,62.96,Moderate
29,43.14,14.27,19.64,42.23,17.58,40.92,Moderate
25,52.56,44.33,46.09,42.57,16.17,9.62,Healthy
36,21.17,28.78,6.92,5.15,14.49,73.02,High
23,62.76,28.57,44.85,24.24,16.71,19.15,Low
34,61.74,18.6,52.02,27.3,21.67,30.88,Moderate
23,67.12,50.62,49.27,28.61,16.82,8.67,Healthy
26,61.03,43.56,49.74,41.36,18.27,6.79,Healthy
40,25.89,12.39,19.92,48.0,5.51,73.3,High
29,39.16,10.99,55.37,43.05,13.37,39.78,Moderate
21,74.98,65.98,37.14,46.37,23.55,27.02,Low
25,60.69,45.7,42.52,35.77,7.17,8.56,Healthy
38,28.56,16.23,19.69,6.58,14.41,72.33,High
24,50.43,25.29,54.56,43.65,13.62,23.01,Low
31,73.7,32.66,57.11,34.52,20.52,24.4,Low
25,64.99,35.56,24.8,21.97,3.69,26.74,Low
29,58.85,62.14,56.99,18.6,21.27,18.99,Low
21,68.41,45.88,56.88,27.55,9.92,17.8,Low
34,24.08,11.65,18.07,49.07,1.2,70.72,High
35,22.47,28.26,6.61,11.79,4.0,72.46,High
40,41.56,13.24,16.0,5.74,11.78,73.09,High
30,48.96,34.78,32.02,39.82,28.47,26.75,Low
22,26.43,14.78,26.76,31.33,5.07,50.24,Moderate
37,24.5,13.15,22.65,7.68,10.14,74.74,High
25,53.99,18.02,39.13,22.31,13.99,26.29,Low
38,31.33,18.04,7.12,47.44,5.91,69.48,Moderate
21,44.17,64.49,55.67,35.09,12.75,23.25,Low
25,21.21,63.72,19.46,33.78,18.41,33.76,Moderate
25,49.1,51.43,22.74,49.44,10.6,20.43,Low
25,56.18,44.05,54.09,44.35,16.48,8.58,Healthy
40,26.19,12.63,41.68,5.08,16.86,72.17,High
24,63.4,63.07,21.13,41.31,12.11,20.07,Low
39,20.25,25.99,16.48,14.83,7.08,72.24,High
22,54.68,69.45,36.47,38.89,7.31,24.25,Low
39,74.84,41.21,35.18,20.11,6.87,43.47,Moderate
27,60.99,54.24,48.65,43.51,27.21,9.78,Healthy
34,43.94,44.86,30.04,46.93,7.56,35.05,Moderate
21,33.24,22.65,55.97,44.07,21.53,35.71,Moderate
25,44.77,68.99,17.19,41.9,10.22,30.16,Moderate
28,44.47,33.91,52.5,12.65,2.89,37.54,Moderate
38,39.76,15.1,11.22,8.28,7.57,72.66,High
28,62.75,33.36,31.58,17.05,18.53,24.19,Low
26,33.95,59.12,52.64,24.02,12.6,24.67,Low
38,22.9,14.88,26.16,5.03,1.55,82.22,High
40,21.33,20.57,31.32,7.97,4.42,77.18,High
36,23.97,15.84,12.61,46.53,2.7,71.08,High
37,78.15,14.76,59.09,7.24,15.48,58.28,Moderate
27,57.88,28.93,35.3,34.42,27.74,19.1,Low
38,25.34,15.74,10.08,14.51,1.87,79.59,High
30,76.85,60.02,20.17,15.88,6.55,40.16,Moderate
40,25.87,15.02,34.93,11.91,4.03,74.3,High
34,21.33,10.39,19.56,9.15,6.03,76.1,High
26,63.91,43.05,51.46,37.93,16.2,8.12,Healthy
31,65.94,33.66,36.55,7.39,6.44,40.06,Moderate
25,65.48,49.84,51.69,33.36,17.83,3.46,Healthy
30,77.33,54.57,18.19,25.55,17.71,28.27,Low
27,61.98,50.13,40.17,47.18,16.14,9.76,Healthy
26,59.04,46.72,45.93,44.47,28.01,9.0,Healthy
29,54.23,50.8,7.12,44.79,6.2,29.06,Low
35,39.24,56.2,29.45,5.76,5.34,51.47,Moderate
24,42.66,51.24,13.1,39.03,21.74,21.13,Low
20,59.45,20.46,45.73,30.04,14.43,24.56,Low
37,50.53,52.69,18.6,29.46,5.33,37.02,Moderate
25,61.0,48.92,59.42,22.61,26.32,8.02,Healthy
24,75.02,11.91,5.33,47.68,25.66,46.18,Moderate
39,29.83,10.67,26.39,12.25,6.23,73.9,High
36,21.99,14.0,46.18,7.82,3.07,72.71,High
25,64.46,12.17,22.5,40.17,9.44,32.17,Moderate
25,59.62,48.35,24.91,26.79,16.19,9.33,Healthy
31,41.09,37.04,58.68,6.52,5.43,45.11,Moderate
25,62.36,49.02,39.88,46.3,15.12,7.71,Healthy
37,25.34,16.6,20.51,12.0,7.8,71.66,High
35,21.57,10.34,26.92,11.88,28.71,70.1,High
40,24.04,21.15,24.74,11.83,5.16,74.36,High
29,41.68,68.96,39.1,34.32,14.45,27.01,Low
32,32.58,17.17,7.82,23.38,24.99,55.94,Moderate
21,76.39,51.86,26.54,16.98,24.51,27.33,Low
20,43.31,46.48,24.77,37.56,5.75,28.54,Low
30,76.29,11.26,13.83,43.6,23.88,46.57,Moderate
23,28.89,63.9,45.05,25.06,16.69,29.17,Low
22,37.66,55.72,47.66,39.93,6.19,24.92,Low
23,61.48,49.29,44.38,24.19,14.02,9.21,Healthy
26,60.37,50.43,39.67,43.36,15.12,6.55,Healthy
25,27.66,56.14,46.23,30.42,5.42,26.67,Low
33,31.12,41.46,35.5,42.16,20.03,33.47,Moderate
38,37.89,20.49,7.21,6.63,29.58,72.13,High
39,30.77,11.71,38.01,11.3,2.59,72.84,High
39,62.27,55.57,9.25,48.08,7.38,42.95,Moderate
27,58.6,51.3,59.24,23.13,19.7,8.96,Healthy
21,63.64,50.04,45.62,36.65,19.99,7.76,Healthy
24,28.58,12.93,10.49,44.39,6.65,54.2,Moderate
40,21.57,31.91,8.25,11.24,4.97,76.79,High
34,34.74,39.59,40.81,16.55,10.41,41.57,Moderate
38,25.47,11.29,17.42,26.62,5.06,70.51,High
34,29.55,12.91,6.16,10.32,29.97,72.8,High
31,63.93,10.04,32.94,35.44,19.11,33.06,Moderate
38,22.54,15.68,27.86,7.36,1.23,80.0,High
40,28.71,12.52,35.46,25.0,19.38,59.68,Moderate
25,78.9,53.69,49.49,11.49,7.34,26.75,Low
27,64.35,51.99,56.95,39.72,16.32,8.34,Healthy
32,66.04,46.43,33.81,33.89,29.62,20.34,Low
27,57.41,49.59,46.85,38.44,29.83,8.43,Healthy
28,61.17,51.27,45.28,34.03,23.33,6.42,Healthy
26,59.59,23.86,29.97,27.39,24.28,21.32,Low
35,32.38,11.13,15.56,10.17,3.54,73.91,High
23,36.84,62.69,23.61,36.02,17.02,27.01,Low
22,62.16,54.68,56.73,34.33,22.02,8.53,Healthy
40,39.99,10.21,37.72,10.73,3.26,70.3,High
26,60.76,44.2,53.65,44.62,21.33,7.8,Healthy
21,49.55,52.9,48.4,25.92,24.32,15.6,Low
36,47.79,62.38,25.62,47.2,28.43,38.7,Moderate
22,46.82,59.1,48.72,33.93,11.61,18.02,Low
23,34.21,54.81,50.45,37.29,2.99,26.14,Low
31,51.95,32.44,28.03,46.94,16.48,29.68,Low
24,60.98,41.97,55.06,26.45,23.67,9.39,Healthy
38,26.14,38.82,12.25,5.54,3.95,71.48,High
28,56.05,51.18,57.75,39.46,23.65,9.12,Healthy
25,42.6,20.11,35.71,16.24,5.29,39.66,Moderate
23,68.93,46.65,48.17,36.06,22.51,9.46,Healthy
27,58.31,51.02,43.66,24.9,25.91,9.24,Healthy
25,53.38,48.88,38.98,24.65,20.9,8.56,Healthy
27,55.01,47.82,49.08,27.33,21.14,8.36,Healthy
40,39.2,15.49,20.35,5.05,2.64,77.55,High
25,69.46,54.25,23.69,48.13,8.65,21.2,Low
36,25.37,15.41,10.91,13.99,7.07,73.64,High
35,21.76,12.2,11.11,15.32,9.38,73.48,High
25,61.64,51.48,27.43,28.04,18.06,8.09,Healthy
26,45.57,50.57,50.69,17.36,3.32,23.24,Low
21,32.9,36.17,18.5,7.97,22.07,46.46,Moderate
31,57.0,11.74,8.45,9.71,12.82,53.75,Moderate
36,35.66,46.85,38.1,35.07,23.81,30.99,Moderate
25,49.89,52.77,56.51,33.45,24.32,8.32,Healthy
23,58.14,28.99,14.94,22.1,22.42,27.56,Low
27,65.33,67.09,25.85,29.85,19.57,20.01,Low
20,74.85,21.24,57.46,30.72,10.48,33.43,Moderate
37,29.86,24.06,17.77,8.89,2.53,72.15,High
28,60.1,50.38,47.51,26.44,18.56,6.89,Healthy
24,59.04,57.29,45.31,34.76,20.76,5.97,Healthy
23,59.51,23.82,48.55,6.07,22.39,30.69,Moderate
33,52.6,57.3,21.66,21.47,18.75,29.12,Low
31,23.55,54.73,16.05,40.7,22.95,38.79,Moderate
39,25.25,22.19,8.37,31.14,18.43,62.25,Moderate
40,20.73,11.37,56.39,45.41,1.46,71.63,High
32,65.97,50.95,54.99,34.33,17.21,13.84,Low
31,76.8,35.35,59.64,20.4,14.17,31.66,Moderate
27,36.15,69.76,39.95,36.24,15.04,27.18,Low
27,49.05,48.04,48.06,38.23,21.38,9.95,Healthy
37,38.3,63.14,21.12,6.41,11.23,56.86,Moderate
37,22.03,20.56,18.77,12.56,3.48,74.32,High
26,51.89,47.26,56.05,28.33,18.19,9.23,Healthy
23,21.68,37.81,31.72,10.31,11.85,45.04,Moderate
24,62.1,44.42,36.22,40.13,17.18,8.93,Healthy
37,52.33,22.8,59.17,44.34,16.73,37.88,Moderate
25,67.98,51.32,55.88,28.67,19.15,6.8,Healthy
40,22.06,14.79,19.29,18.82,9.4,73.6,High
38,31.34,45.01,39.74,8.68,9.83,51.51,Moderate
26,59.37,50.05,25.41,32.64,22.43,7.6,Healthy
34,34.34,61.35,27.56,35.18,8.99,39.11,Moderate
31,68.29,36.0,35.42,34.11,6.02,27.43,Low
24,74.91,69.6,48.62,22.5,9.66,26.41,Low
20,42.33,26.01,24.27,42.62,2.59,43.08,Moderate
39,26.78,18.0,12.49,20.92,4.37,72.75,High
20,55.52,15.65,56.36,37.87,17.92,27.54,Low
22,25.65,14.52,45.52,20.27,4.16,51.53,Moderate
24,56.19,51.11,37.92,43.16,19.88,7.71,Healthy
27,35.13,69.09,17.38,35.75,19.02,32.72,Moderate
26,55.34,50.98,40.55,37.14,26.56,7.55,Healthy
40,35.21,10.35,12.77,11.32,13.51,74.23,High
26,66.99,50.32,29.02,31.94,21.96,9.86,Healthy
28,24.83,16.91,48.47,36.85,27.99,40.97,Moderate
28,50.63,57.41,33.18,47.26,24.63,20.35,Low
37,23.0,14.56,8.53,16.63,5.88,76.67,High
23,59.11,43.7,55.3,34.64,17.75,7.18,Healthy
26,63.73,52.59,38.23,24.68,21.76,9.49,Healthy
27,59.71,53.35,40.52,34.2,18.7,5.96,Healthy
24,60.76,39.23,54.88,41.88,19.02,9.31,Healthy
36,67.59,33.95,17.13,38.52,18.63,35.26,Moderate
20,21.55,48.91,40.33,42.88,23.91,30.6,Moderate
26,71.74,49.25,51.48,36.3,22.3,8.18,Healthy
31,65.06,11.26,58.02,46.98,18.24,34.91,Moderate
25,27.86,27.7,41.11,48.95,22.11,33.44,Moderate
23,43.18,49.76,14.48,24.41,15.16,24.51,Low
26,54.49,60.42,46.49,46.92,27.33,15.55,Low
36,75.89,37.41,13.12,18.21,14.66,46.07,Moderate
30,67.94,54.08,39.09,44.8,18.8,17.15,Low
38,76.32,10.63,5.21,12.94,1.68,76.12,High
25,61.91,65.32,41.23,36.39,19.75,9.88,Healthy
25,24.16,29.28,10.15,25.75,18.14,41.8,Moderate
34,20.3,69.58,34.53,20.25,21.86,49.68,Moderate
30,51.67,52.31,58.6,47.04,28.63,19.7,Low
24,59.22,52.47,38.37,26.42,19.34,7.0,Healthy
25,68.16,50.68,36.33,34.63,20.97,6.69,Healthy
39,76.27,56.54,40.81,31.89,9.89,35.35,Moderate
40,22.15,19.29,46.8,6.85,5.94,74.05,High
39,24.32,17.5,6.01,20.77,19.45,70.08,High
25,58.16,51.72,40.42,47.2,17.25,7.44,Healthy
27,48.38,51.13,58.07,20.71,2.7,22.99,Low
39,30.09,13.91,12.68,31.47,22.35,62.35,Moderate
36,27.37,14.82,10.84,11.9,8.33,73.56,High
39,25.94,15.14,47.15,11.11,2.52,72.16,High
27,63.76,48.72,50.94,33.57,19.58,5.41,Healthy
32,62.67,65.16,23.16,48.01,27.62,30.78,Moderate
33,49.53,58.11,32.81,31.87,10.52,26.75,Low
25,58.12,49.25,30.87,44.66,22.79,8.13,Healthy
40,32.48,67.47,11.12,5.65,2.44,75.52,High
26,60.42,51.3,51.25,25.97,15.58,5.77,Healthy
39,21.63,18.71,7.06,21.63,1.45,78.83,High
25,59.27,35.24,44.71,35.24,22.73,8.78,Healthy
36,20.02,10.02,32.94,10.07,13.89,70.69,High
27,78.12,30.14,37.12,39.25,16.65,25.1,Low
22,56.43,50.58,49.71,31.52,20.81,6.76,Healthy
35,22.5,15.5,11.61,6.91,18.83,73.16,High
26,46.92,68.78,36.0,47.66,8.38,28.03,Low
25,64.58,54.39,41.8,32.91,13.29,7.7,Healthy
40,21.86,27.38,12.78,49.68,5.76,71.16,High
25,59.75,47.14,39.55,29.3,20.42,4.26,Healthy
21,27.84,52.18,45.65,21.83,28.11,29.83,Low
37,20.93,26.62,8.01,5.64,25.71,74.82,High
23,59.07,48.29,50.57,31.72,10.05,8.06,Healthy
27,56.52,45.04,32.51,23.18,5.56,19.83,Low
39,31.45,21.54,8.05,8.29,8.49,75.67,High
29,76.58,50.02,10.49,22.82,29.01,31.07,Moderate
40,20.34,24.05,46.46,5.17,8.48,72.33,High
39,24.86,19.66,10.1,16.51,23.52,70.1,High
25,58.25,55.35,46.3,27.21,13.85,7.54,Healthy
28,59.71,49.46,52.13,36.54,28.22,7.36,Healthy
38,26.45,16.92,8.61,6.13,19.08,76.2,High
40,31.56,11.12,20.39,15.38,2.55,76.58,High
35,21.87,12.15,15.75,5.76,13.25,76.22,High
23,55.26,16.8,7.3,17.73,4.81,46.65,Moderate
38,23.4,16.11,19.36,49.89,6.22,70.74,High
40,46.66,24.96,12.71,6.35,1.67,71.62,High
25,25.54,66.5,14.99,46.13,20.33,37.68,Moderate
35,31.19,12.77,15.56,8.53,28.44,70.1,High
37,78.09,12.55,7.84,13.24,5.87,70.59,High
38,75.84,23.16,32.81,49.44,1.5,55.6,Moderate
23,49.07,36.02,34.87,5.26,16.28,33.23,Moderate
39,32.0,16.18,5.35,17.1,15.13,70.35,High
39,44.37,51.64,5.85,46.59,17.87,43.7,Moderate
29,59.59,41.36,36.81,11.99,23.83,22.8,Low
32,31.62,14.05,7.62,5.7,3.42,75.23,High
40,22.92,69.08,21.93,11.15,2.55,73.17,High
20,51.14,42.75,56.68,33.87,23.8,16.39,Low
26,64.08,48.15,56.02,42.93,20.41,6.99,Healthy
30,72.35,26.94,34.07,37.15,20.47,27.39,Low
39,44.65,12.65,5.46,9.74,7.42,74.21,High
34,22.54,11.51,9.32,14.51,27.6,71.79,High
40,20.97,36.38,10.17,8.06,3.87,77.0,High
25,54.48,60.19,45.07,38.74,22.39,9.39,Healthy
26,43.86,64.24,22.96,25.39,26.82,27.2,Low
29,58.73,21.71,15.25,6.0,20.41,43.09,Moderate
38,37.49,10.37,30.14,9.05,3.13,71.97,High
35,49.69,43.28,14.05,17.15,29.12,40.96,Moderate
21,62.21,50.96,47.61,29.27,24.55,9.41,Healthy
38,20.16,21.18,54.4,10.06,1.57,72.27,High
26,48.78,50.19,39.42,34.32,15.16,9.74,Healthy
24,57.13,49.9,43.49,27.58,19.45,5.41,Healthy
28,57.97,48.3,46.16,31.18,20.13,6.87,Healthy
24,57.94,14.23,24.13,49.51,11.4,33.7,Moderate
21,74.14,10.34,37.48,32.36,13.31,36.44,Moderate
39,61.04,15.35,59.0,27.93,9.37,43.25,Moderate
32,54.12,44.05,8.99,21.12,1.1,40.3,Moderate
32,62.81,56.52,57.48,19.13,26.09,22.32,Low
39,48.68,21.36,6.05,5.68,7.03,70.72,High
39,66.09,48.83,27.05,28.97,7.9,33.02,Moderate
25,57.01,53.77,42.57,30.61,23.43,5.79,Healthy
28,60.46,46.22,51.47,40.8,26.42,9.29,Healthy
38,22.21,12.71,20.55,13.04,3.04,78.86,High
40,27.14,11.55,55.38,6.39,2.64,78.24,High
30,55.06,33.57,32.75,27.58,15.93,23.15,Low
37,52.6,42.66,59.53,46.85,25.66,29.85,Low
33,74.4,33.83,11.6,19.79,2.3,49.79,Moderate
25,54.69,42.14,41.73,39.94,16.25,9.41,Healthy
31,25.0,20.94,9.13,8.3,2.31,72.03,High
33,64.47,58.83,28.56,28.69,19.63,23.0,Low
27,56.11,53.52,55.22,43.88,21.6,9.52,Healthy
32,24.93,24.45,51.1,17.07,16.49,47.36,Moderate
21,75.04,18.54,8.19,24.02,16.18,44.21,Moderate
26,52.12,51.94,50.33,37.11,11.86,9.13,Healthy
27,58.54,10.47,19.7,26.01,3.23,40.38,Moderate
37,22.45,18.4,16.52,8.82,21.28,71.18,High
38,29.23,49.77,35.59,49.19,12.51,42.33,Moderate
36,22.81,14.01,30.72,5.28,22.52,70.09,High
25,70.55,32.2,48.66,33.53,11.96,16.95,Low
39,72.47,19.92,23.24,39.47,6.1,52.47,Moderate
28,63.64,51.16,32.86,33.09,25.95,11.27,Low
39,20.6,25.72,24.88,6.05,2.65,78.15,High
28,54.79,55.54,46.02,47.54,29.99,17.3,Low
27,40.05,23.85,45.03,31.85,14.88,27.99,Low
36,41.09,50.18,34.3,44.35,5.27,35.78,Moderate
25,52.33,59.44,30.1,11.54,25.88,24.29,Low
28,72.16,27.21,36.53,44.32,2.89,34.08,Moderate
31,69.51,58.44,20.1,21.65,16.03,29.25,Low
36,25.27,39.68,33.33,39.64,13.06,43.04,Moderate
25,58.62,36.87,46.92,18.22,14.95,15.03,Low
27,36.23,37.85,43.01,41.41,24.46,23.95,Low
31,57.85,55.0,39.26,31.93,9.05,17.61,Low
25,65.11,48.94,52.3,47.36,17.11,7.75,Healthy
30,53.09,63.81,56.36,25.06,6.32,26.22,Low
36,24.28,20.71,13.92,8.77,12.04,71.14,High
21,61.58,45.3,45.3,36.67,20.62,9.16,Healthy
31,61.32,52.63,55.92,46.9,18.01,14.65,Low
21,32.78,56.73,8.38,16.78,11.82,43.42,Moderate
24,70.99,52.05,52.27,36.83,22.83,8.76,Healthy
35,22.13,20.73,15.71,45.94,4.49,65.55,Moderate
27,59.6,47.67,46.24,40.39,24.19,6.44,Healthy
30,61.79,45.02,59.03,13.81,5.27,26.43,Low
39,31.68,26.81,7.08,5.42,23.17,71.67,High
24,58.94,48.99,55.87,40.75,26.38,6.03,Healthy
27,40.39,48.4,14.7,25.18,18.16,25.26,Low
35,54.62,27.17,8.73,36.44,16.36,39.62,Moderate
25,49.31,50.54,59.1,38.8,22.69,7.95,Healthy
28,58.15,39.97,42.16,13.76,25.61,21.29,Low
38,23.39,11.59,17.85,11.61,8.48,77.28,High
24,59.26,51.94,50.28,38.51,9.07,7.32,Healthy
35,50.34,19.51,20.33,38.57,12.3,43.27,Moderate
40,31.03,17.48,7.28,17.08,25.76,71.06,High
27,60.47,40.41,46.04,41.5,20.64,9.6,Healthy
38,23.45,15.16,23.52,11.17,24.58,70.52,High
36,22.09,23.48,14.17,5.86,23.89,71.2,High
22,48.99,38.31,24.21,37.39,13.46,23.11,Low
20,54.2,23.35,27.41,39.41,15.65,29.31,Low
24,66.53,47.53,52.36,33.33,9.88,9.78,Healthy
23,37.93,51.45,34.24,40.45,4.37,25.15,Low
23,41.22,23.78,29.84,29.57,7.82,34.91,Moderate
40,27.54,20.16,11.99,49.6,1.01,75.44,High
22,61.02,52.4,42.01,33.23,13.01,8.95,Healthy
39,41.91,10.8,7.45,9.7,18.66,70.88,High
31,34.16,64.66,12.55,9.37,28.67,52.67,Moderate
23,63.08,47.59,43.79,28.67,20.44,7.55,Healthy
35,49.76,15.84,45.29,13.51,6.69,50.49,Moderate
37,66.05,55.68,20.69,30.5,22.26,29.85,Low
39,28.97,32.55,8.14,8.9,6.81,71.93,High
30,21.81,52.61,59.11,35.4,11.11,31.22,Moderate
39,25.25,27.77,5.64,47.35,3.52,71.13,High
24,65.2,54.37,49.84,45.98,19.98,9.44,Healthy
26,50.79,50.54,40.34,27.51,21.45,9.55,Healthy
26,65.35,41.67,55.83,34.69,22.76,9.3,Healthy
22,58.29,69.04,39.03,46.03,29.02,22.29,Low
31,45.47,23.9,39.18,35.04,24.93,31.05,Moderate
37,24.08,12.68,49.71,5.66,8.43,71.53,High
40,30.35,66.63,5.98,6.97,11.68,71.76,High
40,50.17,14.52,21.41,8.91,1.33,70.33,High
28,62.03,55.21,47.43,36.51,21.46,8.16,Healthy
32,50.03,21.88,42.82,12.93,9.3,42.57,Moderate
